entry-number,entry-timestamp,item-hash,government-organisation,name,website,start-date,end-date
140,2017-03-13T09:56:40Z,"sha-256:d2230c4272d0ce9a4f13c19a48725214ab156792f3823323f1ebcffdb21172e3",PB194,"Civil Nuclear Police Authority","https://www.gov.uk/government/organisations/civil-nuclear-police-authority",,
139,2017-03-13T09:56:40Z,"sha-256:028d3617578f874bf85a35be44a3c9079e323866109314c5580cb2a0fcb7ae89",PB193,"Nuclear Liabilities Financing Assurance Board","https://www.gov.uk/government/organisations/nuclear-liabilities-financing-assurance-board",,
138,2017-03-13T09:56:40Z,"sha-256:6eac60178fbe713df22b12e31b18eee353ec42f3e1e76756baaadd131fdf3dd9",PB192,"Fuel Poverty Advisory Group","https://www.gov.uk/government/organisations/the-fuel-poverty-advisory-group",,
137,2017-03-13T09:56:40Z,"sha-256:0e63b123f78c410140b8b70d082c87d8f6b2973348bae44b2302d09867e07371",PB191,"Committee on Radioactive Waste Management","https://www.gov.uk/government/organisations/committee-on-radioactive-waste-management",,
136,2017-03-13T09:56:40Z,"sha-256:23182ea2c4e8f3204b5416b7db53f273e9f2f78603ced3c141b18c02b1b71500",PB190,"Sport England","https://www.gov.uk/government/organisations/sport-england",,
135,2017-03-13T09:56:40Z,"sha-256:e73173c68c404284de3e774161125adbd8aecfeb6f07f2a4a629cea7cb35ccd1",PB189,"British Film Institute","https://www.gov.uk/government/organisations/british-film-institute",,
134,2017-03-13T09:56:40Z,"sha-256:6c2cb10a971a45cb720859760271afb3e056f39185bcf94328e3bf9ed5ea7c12",PB188,"Big Lottery Fund","https://www.gov.uk/government/organisations/big-lottery-fund",,
133,2017-03-13T09:56:40Z,"sha-256:a37af8000e0dc58f0e144a46d80ecb3a246158b9c9ac95c1458ebe0ee489320f",PB187,"Wallace Collection","https://www.gov.uk/government/organisations/wallace-collection",,
132,2017-03-13T09:56:40Z,"sha-256:7e7c0923af77b350b22fce34250833e56f4643d204a73e54d46d5e098dbed2fd",PB186,VisitBritain,"https://www.gov.uk/government/organisations/visitbritain",,
131,2017-03-13T09:56:40Z,"sha-256:c223b10bccf06cf751acfc596ece81fcb2a0ff037354ee92bd18d940b9105105",PB185,"UK Sport","https://www.gov.uk/government/organisations/uk-sport",,
130,2017-03-13T09:56:40Z,"sha-256:1b2ddb488358626eb355606e6761eeefbc906df3b68d2acb6216993031a3185c",PB184,"Sports Grounds Safety Authority","https://www.gov.uk/government/organisations/sports-grounds-safety-authority",,
129,2017-03-13T09:56:40Z,"sha-256:632efcdba1069409487fb48681bb2f6b1cf671099e309b1ade3ca8e2549333ef",PB183,"Sir John Soane's Museum","https://www.gov.uk/government/organisations/sir-john-soane-s-museum",,
128,2017-03-13T09:56:40Z,"sha-256:faeb48e82245a1970520c2b5cd4f648f819fab4a934bde0bb186ab4161a41c9d",PB182,"Royal Armouries Museum","https://www.gov.uk/government/organisations/royal-armouries-museum",,
127,2017-03-13T09:56:40Z,"sha-256:947a9175ee087d24d4b4ab58e44fe358c5aa39dc3ff4929d47f0a42070d6c594",PB181,"Olympic Delivery Authority","https://www.gov.uk/government/organisations/olympic-delivery-authority",,2014-12-02
126,2017-03-13T09:56:40Z,"sha-256:5c109c3fbe9e051662344e238aab91c172fe89c57b58dad6e8f7228774dc989a",PB180,"Natural History Museum","https://www.gov.uk/government/organisations/natural-history-museum",,
125,2017-03-13T09:56:40Z,"sha-256:efa7fa840c097463d245fa5786e2b904cc836aadd28c04efc6358df8b01ed786",PB179,"National Portrait Gallery","https://www.gov.uk/government/organisations/national-portrait-gallery",,
124,2017-03-13T09:56:40Z,"sha-256:66d11f52c9b31c2a4d6563ae15367a43d773bde7f2aaa18a06fb6f45befb7136",PB178,"National Museums Liverpool","https://www.gov.uk/government/organisations/national-museums-liverpool",,
123,2017-03-13T09:56:40Z,"sha-256:bb6beee5ce470285c762e9409d4218bb845527aaedf7e04c538cd76848c85a1d",PB177,"Science Museum Group","https://www.gov.uk/government/organisations/science-museum-group",,
122,2017-03-13T09:56:40Z,"sha-256:503dd762ddd6590ea12d624348d0dff355250f99c47ad3fa11d586ee2d460152",PB175,"National Heritage Memorial Fund","https://www.gov.uk/government/organisations/national-heritage-memorial-fund",,
121,2017-03-13T09:56:40Z,"sha-256:27cedabba9adabd542097a44f203343fd79a9d74e883d97a60af88a8cac88a8b",PB174,"National Gallery","https://www.gov.uk/government/organisations/national-gallery",,
120,2017-03-13T09:56:40Z,"sha-256:d53c04e4f851efcd2de52e5337b03d9fcafc1ae895ec492d19037a4f0c77f4fe",PB172,"Imperial War Museum","https://www.gov.uk/government/organisations/imperial-war-museum",,
119,2017-03-13T09:56:40Z,"sha-256:821301494154e61eee301ae8fe9740826d1bed1539b7fec769982974d49d9294",PB171,"Horniman Public Museum and Public Park Trust","https://www.gov.uk/government/organisations/horniman-museum",,
118,2017-03-13T09:56:40Z,"sha-256:e5a218bf2fa1bd8c53ec541f16180ea818380dac0cdd17a87fb7862fefe7d93f",PB170,"Geffrye Museum","https://www.gov.uk/government/organisations/geffrye-museum",,
117,2017-03-13T09:56:40Z,"sha-256:41b2157bf1e23723aec03a7b5f7de6ee23ea57477e0203e99b1d414bd7a163b6",PB169,"Gambling Commission","https://www.gov.uk/government/organisations/gambling-commission",,
116,2017-03-13T09:56:40Z,"sha-256:cc246d77611cbe7281002ab6df47807a151f9161f5640ff254dc0bb480f5f4f5",PB168,"English Heritage","https://www.gov.uk/government/organisations/english-heritage",,2015-04-01
115,2017-03-13T09:56:40Z,"sha-256:3a90684b78536de5445869d51c9e718ecff02e4319b63556190528aa1d00a312",PB167,"British Museum","https://www.gov.uk/government/organisations/british-museum",,
114,2017-03-13T09:56:40Z,"sha-256:fff42069dc41ea62c0ea846ff97d56d2813c380d39e2673f255dcf3595a234db",PB166,"British Library","https://www.gov.uk/government/organisations/british-library",,
113,2017-03-13T09:56:40Z,"sha-256:434b66c3c894e3de508690cdf9168b146acc704ffda5e12b520329b20d38854f",PB165,"Arts Council England","https://www.gov.uk/government/organisations/arts-council-england",,
112,2017-03-13T09:56:40Z,"sha-256:3eabd6ff007d9b068d813679ca3a97f98ec6d8607f741d06c5650146e7c28aa3",PC163,"Architects Registration Board","https://www.gov.uk/government/organisations/architects-registration-board",,
111,2017-03-13T09:56:40Z,"sha-256:f443b6c5bb979271d3a891f8d7a72cff6fc7703e6ce4315807fc7aeeab64e060",PB161,"Homes and Communities Agency","https://www.gov.uk/government/organisations/homes-and-communities-agency",,
110,2017-03-13T09:56:40Z,"sha-256:3517a00924393e45bb5a720a7b3f4324c14b2b08f4dd0ed846f4f31cd97f3aeb",PB160,"Building Regulations Advisory Committee","https://www.gov.uk/government/organisations/building-regulations-advisory-committee",,
109,2017-03-13T09:56:40Z,"sha-256:7dd734b6b626f3b074898fe3dfa45178ae314f629c03469a6ee507e34e3f8e65",PB158,"Committee on Standards in Public Life","https://www.gov.uk/government/organisations/the-committee-on-standards-in-public-life",,
108,2017-03-13T09:56:40Z,"sha-256:5eb674c2dab8a4f67df4a47aca1b8c3c4fba0d8ba8cb604b1de2fd34c4de0083",OT152,"Industrial Development Advisory Board","https://www.gov.uk/government/organisations/industrial-development-advisory-board",,
107,2017-03-13T09:56:40Z,"sha-256:87a73fb5458cd303f2429abba4ce999c978cfe5854ebf2aacf6bd0dcb194c4b0",PB148,"Central Arbitration Committee","https://www.gov.uk/government/organisations/central-arbitration-committee",,
106,2017-03-13T09:56:40Z,"sha-256:b021c979b74af9a0e3b3b81587e0a66820bfd22ff0c6e9dddc3133a4af93ac64",PB147,"Capital for Enterprise Limited","https://www.gov.uk/government/organisations/capital-for-enterprise-ltd",,
105,2017-03-13T09:56:40Z,"sha-256:55bc242a1dcea0013403a8ba836330094aaf1d86c9f2af133951c1047397ae84",PB140,"Competition Appeal Tribunal","https://www.gov.uk/government/organisations/competition-appeal-tribunal",,
104,2017-03-13T09:56:40Z,"sha-256:27235bf9bb13974df791e85d421b6f0cf05ed16c3c4459991a90d63157a57ee4",PB139,"Certification Officer","https://www.gov.uk/government/organisations/certification-officer",,
103,2017-03-13T09:56:40Z,"sha-256:23b043b655972299263514eab38ab7a71b971726b705da5865dbd65c1704d27c",PB138,"UK Commission for Employment and Skills","https://www.gov.uk/government/organisations/uk-commission-for-employment-and-skills",,
102,2017-03-13T09:56:40Z,"sha-256:1b6438894b1a5ca1010c45253bc68d946528bc2c09ac2b7f2e9caf1e89490e73",PB137,"UK Atomic Energy Authority","https://www.gov.uk/government/organisations/uk-atomic-energy-authority",,
101,2017-03-13T09:56:40Z,"sha-256:32764e37408d3838d162bfc5d059f541f6cc2013e2150cd89a955b9b9eb0ad16",PB136,"Technology Strategy Board","https://www.gov.uk/government/organisations/technology-strategy-board",,
100,2017-03-13T09:56:40Z,"sha-256:2a4dc13e0ef717155847148c7f68fbd44287575dfe58e87debfc1fc5f88992b5",PB135,"Science and Technology Facilities Council","https://www.gov.uk/government/organisations/science-and-technology-facilities-council",,
99,2017-03-13T09:56:40Z,"sha-256:c7ff8e93a631eb0cb458d03c133b47a954e28eb64ae904ad2c0361ecb23e49b5",PB134,"Office for Fair Access","https://www.gov.uk/government/organisations/office-for-fair-access",,
98,2017-03-13T09:56:40Z,"sha-256:26f2452c0c66cc2784419b048d4d9316fce38de85a2665dac9ef4100fbd436c4",PB133,"Natural Environment Research Council","https://www.gov.uk/government/organisations/natural-environment-research-council",,
97,2017-03-13T09:56:40Z,"sha-256:717fbd9ef923683e24535696a00a3f988becef84dce06397f3fafadbad8b07df",PB132,"Medical Research Council","https://www.gov.uk/government/organisations/medical-research-council",,
96,2017-03-13T09:56:40Z,"sha-256:5d4c0014af42ac8842fc53d7f8a9521eedea3e147c58d99f71cb553c6e0c9c01",PB131,"Engineering Construction Industry Training Board","https://www.gov.uk/government/organisations/engineering-construction-industry-training-board",,
95,2017-03-13T09:56:40Z,"sha-256:f9119019b80119ccab3d9d4b670562d790b99d3914ce4293f6790ffc760f0877",PB130,"Engineering and Physical Sciences Research Council","https://www.gov.uk/government/organisations/engineering-and-physical-sciences-research-council",,
94,2017-03-13T09:56:40Z,"sha-256:470796aeb5576bf43b19736baee607386c08bc0bae66d45273619e6071cc9f21",PB129,"Economic and Social Research Council","https://www.gov.uk/government/organisations/economic-and-social-research-council",,
93,2017-03-13T09:56:40Z,"sha-256:1e1eacacacc7a2a29a8038f7145aeb6897e0d4cf37d5d38639c3811fc754a040",PB126,"Construction Industry Training Board","https://www.gov.uk/government/organisations/construction-industry-training-board",,
92,2017-03-13T09:56:40Z,"sha-256:aa770d64a52806b28f6ba04097df438089288b29967f13d64a67a621e1469885",PB124,"British Hallmarking Council","https://www.gov.uk/government/organisations/british-hallmarking-council",,
91,2017-03-13T09:56:40Z,"sha-256:00885161f438de2f02f193ed894b5bda5719a2fc90bbc0f62b1a8e5c5dee17cb",PB123,"Arts and Humanities Research Council","https://www.gov.uk/government/organisations/arts-and-humanities-research-council",,
90,2017-03-13T09:56:40Z,"sha-256:6d627278880949657bb4669f43bfea4595916142a99da747bb1432be62bd091f",PB122,"Low Pay Commission","https://www.gov.uk/government/organisations/low-pay-commission",,
89,2017-03-13T09:56:40Z,"sha-256:5b3e4a959f00634626973bc99f0938070e7647dbbf168b7e13177be7ae272fc4",PB121,"Council for Science and Technology","https://www.gov.uk/government/organisations/council-for-science-and-technology",,
88,2017-03-13T09:56:40Z,"sha-256:f3fdbaf9cd103041a0217751713009ac89b8521f09173a9dfb95cb466e76c83e",PB120,"Higher Education Funding Council for England","https://www.gov.uk/government/organisations/higher-education-funding-council-for-england",,
87,2017-03-13T09:56:40Z,"sha-256:4aa156a60251ac514c2601ebec0ba3b26489e7423662ab10359912c6ecc70907",PB118,"Horserace Betting Levy Board","https://www.gov.uk/government/organisations/horserace-betting-levy-board",,
86,2017-03-13T09:56:40Z,"sha-256:32fa61374b017db9b4c5c8540f1568041a7c74c658e688fb8dd87d07f51ac198",D117,"UK Trade & Investment","https://www.gov.uk/government/organisations/uk-trade-investment",,2016-07-13
85,2017-03-13T09:56:40Z,"sha-256:3897851e80d4619daedc4a61691edcd02001ff2475eaee579f6f031910615d67",D116,"UK Statistics Authority","https://www.gov.uk/government/organisations/uk-statistics-authority",,
84,2017-03-13T09:56:40Z,"sha-256:6f93a505742230530d1739b3665d6d0ab7a86ea8701ffc5e9f88558e19bfc7ee",D115,"Serious Fraud Office","https://www.gov.uk/government/organisations/serious-fraud-office",,
83,2017-03-13T09:56:40Z,"sha-256:49efe81848a3d1c209cff1903d2e1316552438e0009083178529c986cefe019e",EA114,"Royal Mint","https://www.gov.uk/government/organisations/royal-mint",,
82,2017-03-13T09:56:40Z,"sha-256:0f2658d3d40582837fe95efdb43f7b1ba4989c1699b5ecdb1d302c48ef7cdb6f",D110,"Office of Rail Regulation","https://www.gov.uk/government/organisations/office-of-rail-regulation",2004-07-05,2015-10-16
81,2017-03-13T09:56:40Z,"sha-256:f9bd78595770de040a2fc0b77a242a3779100b0608eac1f9bbc899a6f7b14875",D109,Ofqual,"https://www.gov.uk/government/organisations/ofqual",,
80,2017-03-13T09:56:40Z,"sha-256:c532e3c8efcf0f4d1f46da82d7cade21fa91fd2df6012259f0463e23f9d0b04d",D108,Ofgem,"https://www.gov.uk/government/organisations/ofgem",,
79,2017-03-13T09:56:40Z,"sha-256:f429d9141d03b9929c8f94df36eebe706d31b51d9c02906c185a04c1e8c4a10e",D106,Ofsted,"https://www.gov.uk/government/organisations/ofsted",,
78,2017-03-13T09:56:40Z,"sha-256:1c2a6d075f67533f14d89dd2624ce734bf64d09194915dd627f089111b4b958f",EA104,"NS&I","https://www.gov.uk/government/organisations/ns-i",,
77,2017-03-13T09:56:40Z,"sha-256:2e09cb868447b41b1958242f35b1ef25cc839835535c2f9da7b4ea3ced4004ed",D103,"Government Actuary's Department","https://www.gov.uk/government/organisations/government-actuarys-department",,
76,2017-03-13T09:56:40Z,"sha-256:fa41304d644f264000951cc7c77466270ea556b81ea6fac39936464a21a0c71b",D102,"Food Standards Agency","https://www.gov.uk/government/organisations/food-standards-agency",,
75,2017-03-13T09:56:40Z,"sha-256:8f50939b821fba6558dc83aeb3a63fe8cbe6531e1d1b92b5e315692d5c21df53",D101,"Crown Prosecution Service","https://www.gov.uk/government/organisations/crown-prosecution-service",,
74,2017-03-13T09:56:40Z,"sha-256:1adc8d225027f6acfcb4787eb4b2218be8a339bd3bcf43aa20203293543f0442",OT100,"The Crown Estate","https://www.gov.uk/government/organisations/the-crown-estate",,
73,2017-03-13T09:56:40Z,"sha-256:171598e4b2a222046d0aa856e7c37d9c53ff86098f04b3e17369f9fac5ef5520",D98,"The Charity Commission","https://www.gov.uk/government/organisations/charity-commission",,
72,2017-03-13T09:56:40Z,"sha-256:44420844217f497babda7b3f31c830c62d372421440bedd372e0150031aa1422",EA87,"Valuation Office Agency","https://www.gov.uk/government/organisations/valuation-office-agency",,
71,2017-03-13T09:56:40Z,"sha-256:b61defe31c7c686b834b13e47d53103ded457619fcce3a324db937c43ddf3b8e",EA86,"Skills Funding Agency","https://www.gov.uk/government/organisations/skills-funding-agency",,
70,2017-03-13T09:56:40Z,"sha-256:d7a2d24d1c6fbfa7038253536b72ca3b45c5d0a5d213048caff77e3b399a0d16",D85,"Forestry Commission","https://www.gov.uk/government/organisations/forestry-commission",,
69,2017-03-13T09:56:40Z,"sha-256:1de84bf3d209d52253f90103c7f7ecc047eed280f8e453fc01ea1151ad7aa5b6",EA82,"UK Debt Management Office","https://www.gov.uk/government/organisations/uk-debt-management-office",,
68,2017-03-13T09:56:40Z,"sha-256:89c7ba6f34cb1c894f925e0947909d635867d9b4c0409f4cd80ef2b58be8f14e",EA80,"Vehicle Certification Agency","https://www.gov.uk/government/organisations/vehicle-certification-agency",,
67,2017-03-13T09:56:40Z,"sha-256:1cd5fb0b79281a6066f8c6a90e9dbc1f1406b96ee8f751e6ceacc0e30ed0b4f6",EA79,"Vehicle and Operator Services Agency","https://www.gov.uk/government/organisations/vehicle-and-operator-services-agency",,2014-04-01
66,2017-03-13T09:56:40Z,"sha-256:c4ea65dc902a938e24f542ed6626f9a1e12d44b6e4fee679fa768cc4905b0509",EA78,"Maritime and Coastguard Agency","https://www.gov.uk/government/organisations/maritime-and-coastguard-agency",,
65,2017-03-13T09:56:40Z,"sha-256:45f74d988c95bb5054926492ff9fc5815ef7991ae0da5c8e731eb3e07263530e",EA77,"Highways Agency","https://www.gov.uk/government/organisations/highways-agency",,2015-04-01
64,2017-03-13T09:56:40Z,"sha-256:d05346bc6195ee1bfc4277d06aff7b308410b43af0bcfab3043f612f7b33f1b3",EA75,"Driving Standards Agency","https://www.gov.uk/government/organisations/driving-standards-agency",,2014-04-01
63,2017-03-13T09:56:40Z,"sha-256:dae42e366ab5a58396b93b16585d21736d48c360b2474ad48261e76c60dce0d7",EA74,"Driver and Vehicle Licensing Agency","https://www.gov.uk/government/organisations/driver-and-vehicle-licensing-agency",,
62,2017-03-13T09:56:40Z,"sha-256:66649dc5f7e4c7866ae7c90994b181aef75f707f6abb4b256e1a05892a518547",EA73,"HM Courts & Tribunals Service","https://www.gov.uk/government/organisations/hm-courts-and-tribunals-service",,
61,2017-03-13T09:56:40Z,"sha-256:919c548319163bbf9fa5e604d223face84328d48c125e8d2123da479a7b8e416",EA72,"Office of the Public Guardian","https://www.gov.uk/government/organisations/office-of-the-public-guardian",,
60,2017-03-13T09:56:40Z,"sha-256:0d36ce64b996b4778d02730f38018e81a095794c7448352ab7420703ff3fd0b6",EA71,"The National Archives","https://www.gov.uk/government/organisations/the-national-archives",,
59,2017-03-13T09:56:40Z,"sha-256:04446f9a61e6fccfd023817d1691f6a9d54c51888847e4131c5c05e52306f4d5",EA70,"National Offender Management Service","https://www.gov.uk/government/organisations/national-offender-management-service",,
58,2017-03-13T09:56:40Z,"sha-256:c829e203a68c21a434d4e9e74c448b2d3411af67461af2152b1f9a4b2368600c",D69,"Land Registry","https://www.gov.uk/government/organisations/land-registry",,
57,2017-03-13T09:56:40Z,"sha-256:805417f83bd563581a01e39c495a10efb97e4a8c8c0117078cd5e06b71bb9b03",EA67,"UK Border Agency","https://www.gov.uk/government/organisations/uk-border-agency",,
56,2017-03-13T09:56:40Z,"sha-256:341adf264a4374f64cf6819466e1174e70067750996af2742881eedc6f349554",EA66,"HM Passport Office","https://www.gov.uk/government/organisations/hm-passport-office",,
55,2017-03-13T09:56:40Z,"sha-256:796be02c662c75c668386ea4f18a83e402cd5a5e36e417a770f9e23c0d87c4f1",EA63,"Medicines and Healthcare products Regulatory Agency","https://www.gov.uk/government/organisations/medicines-and-healthcare-products-regulatory-agency",,
54,2017-03-13T09:56:40Z,"sha-256:884c7c7e5b1197080daba11aa279c061581250f3d489ffcb9ec662402cb4d55b",EA62,"Wilton Park","https://www.gov.uk/government/organisations/wilton-park",,
